Catalog #|Accession #|Class 1|Kingdom|Phylum/Division|Class|Order|Family|Sci. Name:Genus|Sci. Name:Species|Common Name|Item Count|Quantity|Storage Unit|Description|Dimens/Weight|Collector|Collection #|Collection Date|Condition|Condition Desc|Study #|Other Numbers|Cataloger|Catalog Date|Identified By|Ident Date|Repro Method|Locality|Unit|State|Reference Datum|Watrbody/Drain:Waterbody|Watrbody/Drain:Drainage|UTM Z/E/N|Lat LongN/W|Elevation|Depth|Depos Environ|Habitat/Comm|Habitat|Slope|Aspect|Soil Type|For/Per/Sub|Assoc Spec|Type Specimen|Threat/Endang|T/E Date|Rare|Exotic/Native|Age|Sex|Ctrl Prop|Location|Object Status|Status Date
KATM   36275|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|sitchensis|Sitka willow|2|0|EA|Salix sitchensis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-490|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60696; ALAAC # V143452; Photo digital #  1777,1781|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Dakavak Lake, W edge of Dakavak Lake|KATM|AK|NAD 27||||58.1N/154.68W __58 __6.1713 __ __154 __41.3068|122||||0 degrees slope; 50% vegetation cover; mesic volcanic glass pebbles and sand; scattered; tree 3 m tall|||||Calamagrostis canadensis, Agrostis spp., Carex microchaeta, Populus spp., Alnus spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36276|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Arctagrostis|latifolia|wideleaf polargrass|2|0|EA|Arctagrostis latifolia latifolia vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-491|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60697; ALAAC # V143453; Photo digital #  1777,1781|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Dakavak Lake, W edge of Dakavak Lake|KATM|AK|NAD 27||||58.1N/154.68W __58 __6.1713 __ __154 __41.3068|122||||0 degrees slope; 50% vegetation cover; mesic volcanic glass pebbles and sand; scattered|||||Calamagrostis canadensis, Agrostis spp., Carex microchaeta, Populus spp., Alnus spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36277|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|mertensii|Mertens sedge'|2|0|EA|Carex mertensii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-495|8/13/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60698; ALAAC # V143454; Photo digital #  1783,1784|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Mt. Katmai; Katmai National Park; Alaska Peninsula, Dakavak Lake, W edge of Dakavak Lake|KATM|AK|NAD 27||||58.11N/154.71W __58 __6.9785 __ __154 __42.6193|122||||alder shrub thicket; 90 degrees azimuth; 30 degrees slope; mesic soil; scattered|||||Alnus sinuata, Aruncus sylvester, Angelica lucida, Achillea borealis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36278|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Gentianella|amarella|autumn dwarf-gentian --autumn dwarfgentian --autumn dwarf gentian|2|0|EA|Gentianella amarella acuta vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-497|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60699; ALAAC # V143455; Photo digital #  1832|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, S spit|KATM|AK|NAD 27||||58.86N/153.32W __58 __51.6298 __ __153 __19.6212|3||||herbaceous meadow; 0 degrees slope; 100% vegetation cover; moist sandy soil; patchy flowers lavender|||||Angelica lucida, Leymus mollis, Calamagrostis canadensis, Carex gmelinii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36279|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arctanthemum|arcticum|arctic daisy|2|0|EA|Arctanthemum arcticum  vascular plant specimens mounted on herbarium sheet; was Chrysanthemum arcticum arcticum||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-498|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60700; ALAAC # V143456|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, hill on S edge of bay|KATM|AK|NAD 27||||58.85N/153.36W __58 __51.54 __ __153 __21.852|30||||ericaceous dwarf shrub tundra; 45 degrees azimuth; 15 degrees slope; 100% vegetation cover; mesic soil; scattered|||||Empetrum nigrum, Vaccinium uliginosum, Myrica gale||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36280|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Plantago|macrocarpa|seashore plantain|2|0|EA|Plantago macrocarpa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-499|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60701; ALAAC # V143457|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, hill on S edge of bay|KATM|AK|NAD 27||||58.85N/153.36W __58 __51.54 __ __153 __21.852|30||||ericaceous dwarf shrub tundra; 45 degrees azimuth; 15 degrees slope; 100% vegetation cover; mesic soil; scattered|||||Empetrum nigrum, Vaccinium uliginosum, Myrica gale||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36281|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Vaccinium|ovalifolium|oval-leaf blueberry --Alaska blueberry|2|0|EA|Vaccinium ovalifolium  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-502|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60702; ALAAC # V143458; Photo digital #  1836|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.86N/153.36W __58 __52.1644 __ __153 __21.8581|46||||open alder stand; 180 degrees azimuth; 10 degrees slope; 100% vegetation cover; moist soil; scattered, shrub 1 m tall|||||Alnus sinuata, Calamagrostis canadensis, Oplopanax horridus, Rubus spectabilis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36282|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arnica|lanceolata|arnica --arnica ├á aigrettes brunes --lanceleaf arnica|2|0|EA|Arnica lanceolata subsp. amplexicaulis vascular plant specimens mounted on herbarium sheet; spreadsheet note says cf., intermediate to chamissonis?;' Catalog of Life 2013 says Pentacalia amplexicaulis (Kunth) Cuatrec. is the accepted name for the synonym Arnica lanceolata subsp. amplexicaulis but that name is not accepted by ITIS or ICMS, nor is accepted the ssp. amplexicaulis so had to use the TSN for Arnica lanceolata only to populate upper taxa'||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-503|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60703; ALAAC # V143459; Photo digital #  1834|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.87N/153.36W __58 __52.3743 __ __153 __22.0541|183||||wet mossy meadow; 180 degrees azimuth; 0 degrees slope; 100% vegetation cover; numerous|||||moss, Juncus mertensianus||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36283|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Juncaceae|Juncus|mertensianus|Mertens rush'|2|0|EA|Juncus mertensianus  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-504|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60704; ALAAC # V143460; Photo digital #  1834|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.87N/153.36W __58 __52.3743 __ __153 __22.0541|183||||wet mossy meadow; 180 degrees azimuth; 0 degrees slope; 100% vegetation cover; numerous|||||moss, Arnica lanceolata ssp. amplexicaulis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36284|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Gentiana|platypetala|broadpetal gentian|2|0|EA|Gentiana platypetala  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-505|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60705; ALAAC # V143461; Photo digital #  1835|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.87N/153.36W __58 __52.3743 __ __153 __22.0541|198||||herbaceous meadow; 270 degrees azimuth; 25 degrees slope; moist soil; scattered|||||Calamagrostis canadensis, Angelica lucida, Rhinanthes minor, Geranium erianthum, Lupinus nootkatensis, Veratrum viride||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36285|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanula|rotundifolia|bluebell-of-Scotland --roundleaf harebell --bluebell --bluebell bellflower|2|0|EA|Campanula rotundifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-506|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60706; ALAAC # V143462; Photo digital #  1835|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.87N/153.36W __58 __52.3743 __ __153 __22.0541|198||||herbaceous meadow; 270 degrees azimuth; 25 degrees slope; moist soil; scattered|||||Calamagrostis canadensis, Angelica lucida, Rhinanthes minor, Geranium erianthum, Lupinus nootkatensis, Veratrum viride||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36286|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Prenanthes|alata|western rattlesnakeroot|2|0|EA|Prenanthes alata vascular plant specimens mounted on herbarium sheet; Catalog of Life 2013 lists this name as a synonym of provisionally accepted name Nabalus alatus Hook., however Prenanthes alata is the name accepted by ITIS and ICMS and was the one given on the spreadsheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-507|8/14/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60707; ALAAC # V143463; Photo digital #  1835|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Sukoi Bay, ridge NW of bay|KATM|AK|NAD 27||||58.87N/153.36W __58 __52.3743 __ __153 __22.0541|198||||herbaceous meadow; 270 degrees azimuth; 25 degrees slope; moist soil; scattered|||||Calamagrostis canadensis, Angelica lucida, Rhinanthes minor, Geranium erianthum, Lupinus nootkatensis, Veratrum viride||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36287|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Euphrasia|mollis|subalpine eyebright|2|0|EA|Euphrasia mollis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-510|8/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60708; ALAAC # V143464|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, trail between cabin and lagoon|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||herbaceous meadow; 0 degrees slope; 100% vegetation cover; moist soil; scattered|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida, Campanula rotundifolia||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36288|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Potentilla|anserina|silverweed cinquefoil|2|0|EA|Potentilla anserina ssp. egedii vascular plant specimens mounted on herbarium sheet; originally called Potentilla egedii but that synonym is not accepted by ITIS or ICMS||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-512|8/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60709; ALAAC # V143465; Photo digital #  1851|ANDERSON, MARGARET M.|6/26/2013 0:00|Elven, Reidar|1/23/2008||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 0 degrees slope; moist silty soil; numerous|||||Chrysanthemum arcticum, Potentilla egedii, Carex ramenskii, Plantago maritima||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36289|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Eleocharis|kamtschatica|Kamchatka spikerush|2|0|EA|Eleocharis kamtschatica  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-513|8/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60710; ALAAC # V143466; Photo digital #  1851|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 0 degrees slope; moist silty soil; scattered|||||Carex lyngbyei, Triglochin spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36290|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|flammula|greater creeping spearwort|2|0|EA|Ranunculus flammula reptans vascular plant specimens mounted on herbarium sheet; was Ranunculus reptans||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-514|8/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60711; ALAAC # V143467; Photo digital #  1852|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, ponds near alder patch S of salt marsh on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.7W __58 __37.0801 __ __153 __42.4065|8||||sedge meadow; 0 degrees slope; moist mucky soil; scattered; trailing and rooting at nodes|||||Carex saxatilis, Juncus alpinoarticulatus, Eleocharis palustris||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36291|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Puccinellia|nutkaensis|Nootka alkaligrass|2|0|EA|Puccinellia nutkaensis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Boggs, Keith; Gruenblatt, J.|02-516|8/15/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60712; ALAAC # V143468; Photo digital #  1851|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 0 degrees slope; moist silty soil; scattered|||||Chrysanthemum arcticum, Potentilla egedii, Carex ramenskii, Plantago maritima||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36292|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Anthoxanthum|nitens|vernalgrass|3|0|EA|Anthoxanthum nitens vascular plant specimens mounted on herbarium sheet; originally called Hierochloe odorata but that synonym is not accepted by ITIS or ICMS||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-002|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60713; ALAAC # V143469; Photo # IP 1-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; scattered|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36293|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asparagales|Orchidaceae|Dactylorhiza|viridis|longbract frog orchid|3|0|EA|Dactylorhiza viridis  vascular plant specimens mounted on herbarium sheet; was Coeloglossum viride||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-006|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60714; ALAAC # V143470; Photo # IP 1-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; rare|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36294|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Populus|trichocarpa|black cottonwood|3|0|EA|Populus trichocarpa  vascular plant specimens mounted on herbarium sheet; was Populus balsamifera subsp. Trichocarpa||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-007|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60715; ALAAC # V143471; Photo # IP 1-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; scattered/patchy|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36295|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|stylosa|variegated sedge|3|0|EA|Carex stylosa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-012|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60716; ALAAC # V143472; Photo # IP 1-9|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 3 km E of cabin|KATM|AK|NAD 27||||58.61N/153.73W __58 __36.6988 __ __153 __44.1642|2||||wet sedge meadow; 100% vegetation cover; rare|||||Carex saxatilis, Deschampsia sp., Iris setosa, Salix pulchra||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36296|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Stellaria|humifusa|saltmarsh starwort|3|0|EA|Stellaria humifusa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-016|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60717; ALAAC # V143473; Photo # IP 1-10,11|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., brackish pond and salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 100% vegetation cover; silty soil; numerous|||||Carex ramenskii, Poa eminens, Carex lyngbyei, Festuca rubra, Potentilla egedii, Plantago maritima, Stellaria humifusa||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36297|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|ramenskii|Ramensks sedge'|3|0|EA|Carex ramenskii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-019|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60718; ALAAC # V143474; Photo # IP 1-10,11|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., brackish pond and salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 100% vegetation cover; silty soil; abundant|||||Carex ramenskii, Poa eminens, Carex lyngbyei, Festuca rubra, Potentilla egedii, Plantago maritima, Stellaria humifusa||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36298|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|pluriflora|manyflower sedge|3|0|EA|Carex pluriflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-020|7/3/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60719; ALAAC # V143475; Photo # IP 1-10,11|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, Swikshak Spit vic., brackish pond and salt marsh S of Swikshak R. on Swikshak Spit|KATM|AK|NAD 27||||58.61N/153.72W __58 __37.0093 __ __153 __43.32|1||||halophytic wet sedge meadow; 100% vegetation cover; silty soil; occasional/scattered|||||Carex ramenskii, Poa eminens, Carex lyngbyei, Festuca rubra, Potentilla egedii, Plantago maritima, Stellaria humifusa||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
